遥测表
所属厂站,所属通道,所属RTU,编号,名称,描述,地址,备地址,所属间隔,所属设备,点类型,量程单位,工程量程,规约量程,工程值转换系数,工程值偏移量,小数位数,人工置数值,零漂死区,一级低限值,一级高限值,二级低限值,二级高限值,越限返回死区值,画面名称,存储周期,秒存储周期,对应遥信点,属性,报警属性,统计属性,电压报警属性,电压统计属性
1,1,15,180,2#馈线保护1_YC00180,MLPR_810Hb_CH_IEC104_V1.02.01_IB,802H,802H,0,0,1,1,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,15,181,2#馈线保护1_YC00181,MLPR_810Hb_CH_IEC104_V1.02.01_IC,803H,803H,0,0,1,1,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,15,182,2#馈线保护1_YC00182,MLPR_810Hb_CH_IEC104_V1.02.01_Uab,804H,804H,0,0,2,2,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,15,183,2#馈线保护1_YC00183,MLPR_810Hb_CH_IEC104_V1.02.01_Ubc,805H,805H,0,0,2,2,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,15,184,2#馈线保护1_YC00184,MLPR_810Hb_CH_IEC104_V1.02.01_Uca,806H,806H,0,0,2,2,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,15,185,2#馈线保护1_YC00185,MLPR_810Hb_CH_IEC104_V1.02.01_U0,807H,807H,0,0,2,2,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,15,186,2#馈线保护1_YC00186,MLPR_810Hb_CH_IEC104_V1.02.01_I0,808H,808H,0,0,8,1,1.000000,1.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,15,187,2#馈线保护1_YC00187,MLPR_810Hb_CH_IEC104_V1.02.01_UL,809H,809H,0,0,2,2,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,15,188,2#馈线保护1_YC00188,MLPR_810Hb_CH_IEC104_V1.02.01_有功功率,80AH,80AH,0,0,3,19,1.000000,1.000000,1.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,15,189,2#馈线保护1_YC00189,MLPR_810Hb_CH_IEC104_V1.02.01_无功功率,80BH,80BH,0,0,4,20,1.000000,1.000000,1.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,15,190,2#馈线保护1_YC00190,MLPR_810Hb_CH_IEC104_V1.02.01_功率因数,80CH,80CH,0,0,5,21,1.000000,1.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,15,191,2#馈线保护1_YC00191,MLPR_810Hb_CH_IEC104_V1.02.01_母线频率,80DH,80DH,0,0,7,5,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,15,192,2#馈线保护1_YC00192,MLPR_810Hb_CH_IEC104_V1.02.01_线路频率,80EH,80EH,0,0,7,5,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,15,193,2#馈线保护1_YC00193,MLPR_810Hb_CH_IEC104_V1.02.01_DC1,80FH,80FH,0,0,0,23,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,15,194,2#馈线保护1_YC00194,MLPR_810Hb_CH_IEC104_V1.02.01_DC2,810H,810H,0,0,0,23,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,195,2#馈线保护2_YC00195,MLPR_810Hb_CH_IEC104_V1.02.01_IA,801H,801H,0,0,1,1,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,196,2#馈线保护2_YC00196,MLPR_810Hb_CH_IEC104_V1.02.01_IB,802H,802H,0,0,1,1,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,197,2#馈线保护2_YC00197,MLPR_810Hb_CH_IEC104_V1.02.01_IC,803H,803H,0,0,1,1,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,198,2#馈线保护2_YC00198,MLPR_810Hb_CH_IEC104_V1.02.01_Uab,804H,804H,0,0,2,2,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,199,2#馈线保护2_YC00199,MLPR_810Hb_CH_IEC104_V1.02.01_Ubc,805H,805H,0,0,2,2,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,200,2#馈线保护2_YC00200,MLPR_810Hb_CH_IEC104_V1.02.01_Uca,806H,806H,0,0,2,2,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,201,2#馈线保护2_YC00201,MLPR_810Hb_CH_IEC104_V1.02.01_U0,807H,807H,0,0,2,2,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,202,2#馈线保护2_YC00202,MLPR_810Hb_CH_IEC104_V1.02.01_I0,808H,808H,0,0,8,1,1.000000,1.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,203,2#馈线保护2_YC00203,MLPR_810Hb_CH_IEC104_V1.02.01_UL,809H,809H,0,0,2,2,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,204,2#馈线保护2_YC00204,MLPR_810Hb_CH_IEC104_V1.02.01_有功功率,80AH,80AH,0,0,3,19,1.000000,1.000000,1.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,205,2#馈线保护2_YC00205,MLPR_810Hb_CH_IEC104_V1.02.01_无功功率,80BH,80BH,0,0,4,20,1.000000,1.000000,1.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,206,2#馈线保护2_YC00206,MLPR_810Hb_CH_IEC104_V1.02.01_功率因数,80CH,80CH,0,0,5,21,1.000000,1.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,207,2#馈线保护2_YC00207,MLPR_810Hb_CH_IEC104_V1.02.01_母线频率,80DH,80DH,0,0,7,5,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,208,2#馈线保护2_YC00208,MLPR_810Hb_CH_IEC104_V1.02.01_线路频率,80EH,80EH,0,0,7,5,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,209,2#馈线保护2_YC00209,MLPR_810Hb_CH_IEC104_V1.02.01_DC1,80FH,80FH,0,0,0,23,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,16,210,2#馈线保护2_YC00210,MLPR_810Hb_CH_IEC104_V1.02.01_DC2,810H,810H,0,0,0,23,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,211,2#馈线保护3_YC00211,MLPR_810Hb_CH_IEC104_V1.02.01_IA,801H,801H,0,0,1,1,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,212,2#馈线保护3_YC00212,MLPR_810Hb_CH_IEC104_V1.02.01_IB,802H,802H,0,0,1,1,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,213,2#馈线保护3_YC00213,MLPR_810Hb_CH_IEC104_V1.02.01_IC,803H,803H,0,0,1,1,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,214,2#馈线保护3_YC00214,MLPR_810Hb_CH_IEC104_V1.02.01_Uab,804H,804H,0,0,2,2,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,215,2#馈线保护3_YC00215,MLPR_810Hb_CH_IEC104_V1.02.01_Ubc,805H,805H,0,0,2,2,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,216,2#馈线保护3_YC00216,MLPR_810Hb_CH_IEC104_V1.02.01_Uca,806H,806H,0,0,2,2,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,217,2#馈线保护3_YC00217,MLPR_810Hb_CH_IEC104_V1.02.01_U0,807H,807H,0,0,2,2,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,218,2#馈线保护3_YC00218,MLPR_810Hb_CH_IEC104_V1.02.01_I0,808H,808H,0,0,8,1,1.000000,1.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,219,2#馈线保护3_YC00219,MLPR_810Hb_CH_IEC104_V1.02.01_UL,809H,809H,0,0,2,2,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,220,2#馈线保护3_YC00220,MLPR_810Hb_CH_IEC104_V1.02.01_有功功率,80AH,80AH,0,0,3,19,1.000000,1.000000,1.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,221,2#馈线保护3_YC00221,MLPR_810Hb_CH_IEC104_V1.02.01_无功功率,80BH,80BH,0,0,4,20,1.000000,1.000000,1.000000,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,222,2#馈线保护3_YC00222,MLPR_810Hb_CH_IEC104_V1.02.01_功率因数,80CH,80CH,0,0,5,21,1.000000,1.000000,1.000000,0.000000,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,223,2#馈线保护3_YC00223,MLPR_810Hb_CH_IEC104_V1.02.01_母线频率,80DH,80DH,0,0,7,5,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,224,2#馈线保护3_YC00224,MLPR_810Hb_CH_IEC104_V1.02.01_线路频率,80EH,80EH,0,0,7,5,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,225,2#馈线保护3_YC00225,MLPR_810Hb_CH_IEC104_V1.02.01_DC1,80FH,80FH,0,0,0,23,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
1,1,17,226,2#馈线保护3_YC00226,MLPR_810Hb_CH_IEC104_V1.02.01_DC2,810H,810H,0,0,0,23,1.000000,1.000000,1.000000,0.000000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0,0,0,10,0,0,170,0
